fraktion,redner_id,vorname,nachname,anzahl_reden,wortanzahl_gesamt
BÜNDNIS 90/­DIE GRÜNEN,11005224,Nyke,Slawik,10,3723
BÜNDNIS 90/­DIE GRÜNEN,11003212,Claudia,Roth,12,3708
BÜNDNIS 90/­DIE GRÜNEN,11005432,Victoria,Broßart,9,3676
BÜNDNIS 90/­DIE GRÜNEN,11005167,Ophelia,Nick,9,3484
BÜNDNIS 90/­DIE GRÜNEN,11005402,Tarek,Al-Wazir,12,3405
BÜNDNIS 90/­DIE GRÜNEN,11005152,Swantje Henrike,Michaelsen,10,3338
BÜNDNIS 90/­DIE GRÜNEN,11005248,Johannes,Wagner,19,3289
BÜNDNIS 90/­DIE GRÜNEN,11005212,Marlene,Schönberger,10,3204
BÜNDNIS 90/­DIE GRÜNEN,11005078,Linda,Heitmann,10,3181
BÜNDNIS 90/­DIE GRÜNEN,11005111,Chantal,Kopf,10,3050
BÜNDNIS 90/­DIE GRÜNEN,11005237,Awet,Tesfaiesus,9,2815
BÜNDNIS 90/­DIE GRÜNEN,11005484,Moritz,Heuberger,6,2810
BÜNDNIS 90/­DIE GRÜNEN,11004390,Corinna,Rüffer,5,2797
BÜNDNIS 90/­DIE GRÜNEN,11004773,Kirsten,Kappert-Gonther,11,2621
BÜNDNIS 90/­DIE GRÜNEN,11005197,Kassem,Taher Saleh,9,2555
BÜNDNIS 90/­DIE GRÜNEN,11003881,Omid,Nouripour,5,2519
BÜNDNIS 90/­DIE GRÜNEN,11004255,Franziska,Brantner,6,2463
BÜNDNIS 90/­DIE GRÜNEN,11004801,Sven,Lehmann,4,2451
BÜNDNIS 90/­DIE GRÜNEN,11005259,Tina,Winklmann,4,2196
BÜNDNIS 90/­DIE GRÜNEN,11005133,Denise,Loop,6,2176
BÜNDNIS 90/­DIE GRÜNEN,11005624,Andrea,Lübcke,5,2080
BÜNDNIS 90/­DIE GRÜNEN,11005626,Mayra,Vriesema,6,1418
BÜNDNIS 90/­DIE GRÜNEN,11004245,Annalena,Baerbock,1,1290
BÜNDNIS 90/­DIE GRÜNEN,11002720,Steffi,Lemke,2,1196
BÜNDNIS 90/­DIE GRÜNEN,11003772,Anton,Hofreiter,1,507
CDU/CSU,11005510,Konrad,Körner,47,27402
CDU/CSU,11003638,Jens,Spahn,12,23110
CDU/CSU,11005261,Mechthilde,Wittmann,25,20582
CDU/CSU,11005257,Klaus,Wiener,34,20482
CDU/CSU,11004050,Jürgen,Hardt,30,18697
CDU/CSU,11003589,Stephan,Mayer,21,17858
CDU/CSU,11004100,Jan-Marco,Luczak,16,17714
CDU/CSU,11005533,Christian,Moser,30,14723
CDU/CSU,11005190,Lars,Rohwer,27,14467
CDU/CSU,11005507,Hans,Koller,27,14229
CDU/CSU,11004285,Fritz,Güntzler,16,13170
CDU/CSU,11005441,Florian,Dorn,18,12918
CDU/CSU,11004339,Andreas,Lenz,24,12749
CDU/CSU,11004304,Alexander,Hoffmann,13,12362
CDU/CSU,11005118,Tilman,Kuban,27,11984
CDU/CSU,11005406,Tijen,Ataoğlu,18,11753
CDU/CSU,11004779,Michael,Kießling,18,11719
CDU/CSU,11005605,Siegfried,Walch,19,11599
CDU/CSU,11005602,Johannes,Volkmann,24,11350
CDU/CSU,11002765,Norbert,Röttgen,14,11217
CDU/CSU,11005030,Simone,Borchardt,19,10838
CDU/CSU,11004004,Peter,Aumer,18,10565
CDU/CSU,11005477,Heiko,Hain,22,10309
CDU/CSU,11004917,Alexander,Throm,18,10250
CDU/CSU,11004152,Detlef,Seif,14,10149
CDU/CSU,11003815,Carsten,Müller,13,10100
CDU/CSU,11005069,Inge,Gräßle,12,9642
CDU/CSU,11004744,Marc,Henrichmann,16,9388
CDU/CSU,11005182,Martin,Plum,20,9355
CDU/CSU,11004366,Florian,Oßner,14,9149
CDU/CSU,11005106,Ottilie,Klein,20,9136
CDU/CSU,11005068,Fabian,Gramling,14,9129
CDU/CSU,11005400,Anna,Aeikens,17,9065
CDU/CSU,11003636,Thomas,Silberhorn,19,8949
CDU/CSU,11004709,Thomas,Erndl,20,8672
CDU/CSU,11005563,Carl-Philipp,Sassenrath,16,8504
CDU/CSU,11005444,Hülya,Düber,17,8464
CDU/CSU,11003574,Günter,Krings,10,8385
CDU/CSU,11005465,Wilhelm,Gebhard,16,8349
CDU/CSU,11005138,Klaus,Mack,17,8306
CDU/CSU,11004832,Sepp,Müller,15,8162
CDU/CSU,11005485,Matthias,Hiller,15,7902
CDU/CSU,11004286,Christian,Haase,12,7899
CDU/CSU,11004440,Anja,Weisgerber,18,7854
CDU/CSU,11005551,Pascal,Reddig,12,7816
CDU/CSU,11004829,Axel,Müller,14,7658
CDU/CSU,11005495,Nicklas,Kappe,12,7359
CDU/CSU,11005258,Tobias,Winkler,13,7278
CDU/CSU,11004954,Saskia,Ludwig,11,7199
CDU/CSU,11004110,Mathias,Middelberg,9,7148
CDU/CSU,11005582,Nora,Seitz,17,7059
CDU/CSU,11005471,David,Gregosz,14,6984
CDU/CSU,11005514,Lukas,Krieger,18,6794
CDU/CSU,11005048,Ralph,Edelhäußer,18,6790
CDU/CSU,11005085,Susanne,Hierl,16,6755
CDU/CSU,11005545,Oliver,Pöpsel,13,6712
CDU/CSU,11004617,Ronja,Kemmer,11,6634
CDU/CSU,11005266,Nicolas,Zippelius,13,6528
CDU/CSU,11005487,Philip M. A.,Hoffmann,15,6514
CDU/CSU,11005447,Joachim,Ebmeyer,11,6331
CDU/CSU,11005435,Benedikt,Büdenbender,8,6275
CDU/CSU,11003780,Andreas,Jung,7,6229
CDU/CSU,11004038,Thomas,Gebhart,13,6217
CDU/CSU,11005160,Florian,Müller,10,6205
CDU/CSU,11005254,Maria-Lena,Weiss,11,6204
CDU/CSU,11004415,Albert,Stegemann,10,6190
CDU/CSU,11005579,Marvin,Schulz,12,6116
CDU/CSU,11004271,Uwe,Feiler,7,6084
CDU/CSU,11005436,Sandra,Carstensen,13,6020
CDU/CSU,11004853,Stephan,Pilsinger,13,5987
CDU/CSU,11004305,Hendrik,Hoppenstedt,9,5923
CDU/CSU,11004262,Michael,Donth,16,5885
CDU/CSU,11005571,Sebastian,Schmidt,12,5877
CDU/CSU,11005593,Hans,Theiss,17,5838
CDU/CSU,11004418,Johannes,Steiniger,8,5729
CDU/CSU,11004021,Ralph,Brinkhaus,7,5665
CDU/CSU,11004056,Ansgar,Heveling,10,5627
CDU/CSU,11005481,Diana,Herbstreuth,13,5582
CDU/CSU,11005439,Ellen,Demuth,11,5567
CDU/CSU,11005063,Jonas,Geissler,10,5566
CDU/CSU,11004443,Kai,Whittaker,11,5561
CDU/CSU,11004108,Andreas,Mattfeldt,5,5541
CDU/CSU,11005146,Volker,Mayer-Lay,14,5540
CDU/CSU,11005035,Yannick,Bury,8,5516
CDU/CSU,11005407,Cornell-Anette,Babendererde,13,5514
CDU/CSU,11005587,Katja,Strauss-Köster,11,5445
CDU/CSU,11005425,Caroline,Bosbach,9,5297
CDU/CSU,11003706,Artur,Auernhammer,10,5295
CDU/CSU,11005087,Franziska,Hoppermann,7,5183
CDU/CSU,11005536,Florian,Oest,12,5177
CDU/CSU,11004383,Alexander,Radwan,10,4957
CDU/CSU,11005410,Günter,Baumgartner,11,4934
CDU/CSU,11004169,Stephan,Stracke,12,4798
CDU/CSU,11005110,Anne,König,8,4794
CDU/CSU,11005546,David,Preisendanz,10,4780
CDU/CSU,11005244,Oliver,Vogt,6,4762
CDU/CSU,11004298,Mark,Helfrich,12,4696
CDU/CSU,11005050,Alexander,Engelhard,11,4670
CDU/CSU,11005185,Markus,Reichel,11,4614
CDU/CSU,11004414,Wolfgang,Stefinger,10,4610
CDU/CSU,11003734,Thomas,Bareiß,6,4604
CDU/CSU,11004264,Hansjörg,Durz,8,4543
CDU/CSU,11005610,Johannes,Wiegelmann,7,4429
CDU/CSU,11004452,Emmi,Zeulner,6,4411
CDU/CSU,11004854,Christoph,Ploß,6,4356
CDU/CSU,11004010,Peter,Beyer,9,4341
CDU/CSU,11005428,Frederik,Bouffier,9,4269
CDU/CSU,11003264,Klaus-Peter,Willsch,5,4208
CDU/CSU,11005488,Michael,Hose,8,4188
CDU/CSU,11005002,Knut,Abraham,10,4173
CDU/CSU,11004845,Josef,Oster,8,4139
CDU/CSU,11004924,Kerstin,Vieregge,10,4123
CDU/CSU,11004365,Wilfried,Oellers,9,4076
CDU/CSU,11002754,Thomas,Rachel,8,4001
CDU/CSU,11005449,Lars,Ehm,8,3996
CDU/CSU,11004684,Carsten,Brodesser,10,3980
CDU/CSU,11005235,Christina,Stumpp,9,3979
CDU/CSU,11004417,Sebastian,Steineke,7,3973
CDU/CSU,11004673,Marc,Biadacz,8,3915
CDU/CSU,11004241,Stephan,Albani,10,3897
CDU/CSU,11005491,Alexander,Jordan,8,3830
CDU/CSU,11005542,Thomas,Pauls,6,3569
CDU/CSU,11005438,Wolfgang,Dahler,8,3543
CDU/CSU,11004893,Björn,Simon,8,3465
CDU/CSU,11004670,Melanie,Bernstein,6,3393
CDU/CSU,11004098,Carsten,Linnemann,7,3382
CDU/CSU,11005623,Reza,Asghari,8,3359
CDU/CSU,11005163,Stefan,Nacke,7,3333
CDU/CSU,11005475,Georg,Günther,5,3325
CDU/CSU,11004332,Carsten,Körber,5,3278
CDU/CSU,11005612,Johannes,Winkel,7,3272
CDU/CSU,11003544,Olav,Gutting,6,3211
CDU/CSU,11004068,Roderich,Kiesewetter,5,3071
CDU/CSU,11004034,Michael,Frieser,7,3030
CDU/CSU,11005592,Roland,Theis,6,2956
CDU/CSU,11005620,Vanessa,Zobel,6,2924
CDU/CSU,11005413,Sascha,van Beek,6,2893
CDU/CSU,11005570,Henri,Schmidt,6,2888
CDU/CSU,11004073,Axel,Knoerig,4,2852
CDU/CSU,11005193,Thomas,Röwekamp,4,2747
CDU/CSU,11005506,Daniel,Kölbl,6,2734
CDU/CSU,11003865,Elisabeth,Winkelmeier-Becker,5,2664
CDU/CSU,11004011,Steffen,Bilger,7,2649
CDU/CSU,11005589,Vivian,Tauschwitz,4,2637
CDU/CSU,11004323,Anja,Karliczek,4,2624
CDU/CSU,11005470,Adrian,Grasse,7,2576
CDU/CSU,11005093,Anne,Janssen,6,2559
CDU/CSU,11005508,Stefan,Korbach,6,2513
CDU/CSU,11005451,Bastian,Ernst,5,2476
CDU/CSU,11005417,Florian,Bilic,5,2348
CDU/CSU,11004655,Norbert Maria,Altenkamp,5,2263
CDU/CSU,11005198,Catarina,dos Santos-Wintz,5,2200
CDU/CSU,11004352,Jan,Metzler,4,2083
CDU/CSU,11005431,Lutz,Brinkmann,5,1858
CDU/CSU,11005422,Leif Erik,Bodin,4,1802
CDU/CSU,11005461,Christoph,Frauenpreiß,4,1787
CDU/CSU,11005588,Hendrik,Streeck,4,1749
CDU/CSU,11004800,Jens,Lehmann,3,1681
CDU/CSU,11004382,Kerstin,Radomski,3,1658
CDU/CSU,11005537,Harald,Orthey,6,1575
CDU/CSU,11004656,Philipp,Amthor,2,1569
CDU/CSU,11002718,Armin,Laschet,2,1483
CDU/CSU,11003742,Michael,Brand,3,1445
CDU/CSU,11005184,Henning,Rehbaum,6,1424
CDU/CSU,11004425,Astrid,Timmermann-Fechter,3,1293
CDU/CSU,11005033,Marlon,Bröhr,4,1258
CDU/CSU,11004901,Katrin,Staffler,3,1183
CDU/CSU,11004938,Paul,Ziemiak,3,1084
CDU/CSU,11004331,Markus,Koob,1,1017
CDU/CSU,11005544,Jan-Wilhelm,Pohlmann,3,960
CDU/CSU,11003620,Albert,Rupprecht,1,902
CDU/CSU,11005557,Johannes,Rothenberger,3,830
CDU/CSU,11004269,Hermann,Färber,2,828
CDU/CSU,11003566,Julia,Klöckner,2,725
CDU/CSU,11004052,Mechthild,Heil,1,681
CDU/CSU,11004883,Felix,Schreiner,1,639
CDU/CSU,11003582,Patricia,Lips,1,582
CDU/CSU,11003613,Daniela,Ludwig,1,472
CDU/CSU,11004168,Dieter,Stier,1,420
CDU/CSU,11004018,Reinhard,Brandl,3,387
CDU/CSU,11004276,Thorsten,Frei,1,336
CDU/CSU,11004437,Nina,Warken,1,125
CDU/CSU,11002735,Friedrich,Merz,2,38
CDU/CSU,11003821,Henning,Otte,1,21
CDU/CSU,11004342,Andrea,Lindholz,1,16
Die Linke,11005289,Clara,Bünger,37,18800
Die Linke,11005186,Heidi,Reichinnek,18,17981
Die Linke,11003034,Dietmar,Bartsch,19,14386
Die Linke,11005580,Ines,Schwerdtner,18,14153
Die Linke,11004848,Sören,Pellmann,19,12841
Die Linke,11005067,Christian,Görke,28,12355
Die Linke,11005511,Jan,Köstering,25,12221
Die Linke,11005518,Sonja,Lemke,21,12153
Die Linke,11005604,Sascha,Wagner,26,11764
Die Linke,11005260,Janine,Wissler,22,10645
Die Linke,11005525,Tamara,Mazzi,19,9667
Die Linke,11005073,Ates,Gürpinar,24,9231
Die Linke,11005482,Mareike,Hermeier,21,9055
Die Linke,11005601,Donata,Vogtschmidt,15,8666
Die Linke,11004819,Pascal,Meiser,26,8445
Die Linke,11004041,Nicole,Gohlke,20,8368
Die Linke,11005453,Fabian,Fahl,17,8240
Die Linke,11005501,Ferat,Koçak,18,7890
Die Linke,11004693,Jörg,Cezanne,19,7329
Die Linke,11005539,Luigi,Pantisano,18,6811
Die Linke,11005538,Cansu,Özdemir,15,6568
Die Linke,11005411,Desiree,Becker,21,6537
Die Linke,11004088,Caren,Lay,15,6377
Die Linke,11005421,Violetta,Bock,15,6288
Die Linke,11005437,Agnes,Conrad,18,6270
Die Linke,11004651,Doris,Achelwilm,17,6155
Die Linke,11005450,Mandy,Eißing,17,6030
Die Linke,11005466,Katalin,Gennburg,14,5793
Die Linke,11005568,David,Schliesing,13,5670
Die Linke,11005464,Kathrin,Gebel,13,5572
Die Linke,11005594,Ulrich,Thoden,17,5540
Die Linke,11005123,Ina,Latendorf,17,5508
Die Linke,11005603,Sarah,Vollath,14,5396
Die Linke,11005426,Jorrit,Bosch,8,5173
Die Linke,11005599,Isabelle,Vandre,11,5113
Die Linke,11004672,Lorenz Gösta,Beutin,16,4916
Die Linke,11005489,Luke,Hoß,11,4754
Die Linke,11005554,Lea,Reisner,13,4714
Die Linke,11005434,Maik,Brückner,15,4680
Die Linke,11005430,Anne-Mieke,Bremer,9,4650
Die Linke,11005448,Mirze,Edis,13,4573
Die Linke,11005409,Marcel,Bauer,12,4480
Die Linke,11004653,Gökay,Akbulut,10,4119
Die Linke,11005534,Charlotte Antonia,Neuhäuser,11,3580
Die Linke,11005598,Aaron,Valent,10,3561
Die Linke,11005583,Julia-Christina,Stange,15,3530
Die Linke,11005490,Cem,Ince,10,3423
Die Linke,11005505,Cansin,Köktürk,8,3397
Die Linke,11005611,Christin,Willnat,9,3366
Die Linke,11005625,Lisa,Schubert,7,3282
Die Linke,11005457,Katrin,Fey,13,3245
Die Linke,11005467,Vinzenz,Glaser,8,3083
Die Linke,11005494,Maren,Kaminski,11,3035
Die Linke,11005530,Sahra,Mirow,7,2988
Die Linke,11004001,Jan,van Aken,5,2914
Die Linke,11005617,Anne,Zerr,9,2592
Die Linke,11000756,Gregor,Gysi,4,2556
Die Linke,11005575,Evelyn,Schötz,8,2180
Die Linke,11005427,Janina,Böttger,8,1937
Die Linke,11005527,Stella,Merendino,3,1435
Die Linke,11005562,Zada,Salihović,3,1127
Die Linke,11003824,Bodo,Ramelow,2,525
Die Linke,11005534,Charlotte,Neuhäuser,1,374
SPD,11004802,Helge,Lindh,34,20653
SPD,11005056,Sebastian,Fiedler,30,18439
SPD,11005038,Hakan,Demir,32,14747
SPD,11005115,Dunja,Kreiser,29,14157
SPD,11005229,Ralf,Stegner,24,13908
